I0,I1,I2
71454.000,71454.000,115.100
70626.000,71247.000,114.900
70191.000,70983.000,114.600
69940.000,70785.000,114.400
69774.000,70574.000,114.200
69656.000,70374.000,114.000
69576.000,70194.000,113.800
69501.000,70040.000,113.500
69426.000,69905.000,113.300
69380.000,69785.000,113.100
69327.000,69684.000,112.900
69279.000,69595.000,112.700
69258.000,69516.000,112.600
69231.000,69451.000,112.500
69200.000,69396.000,112.400
69176.000,69347.000,112.300
69156.000,69304.000,112.300
69125.000,69267.000,112.200
69095.000,69232.000,112.200
69077.000,69198.000,112.100
69063.000,69167.000,112.100
69053.000,69141.000,112.000
69044.000,69119.000,112.000
69009.000,69100.000,112.000
68998.000,69078.000,111.900
68995.000,69058.000,111.900
68971.000,69042.000,111.900
68955.000,69024.000,111.900
68930.000,69007.000,111.800
68920.000,68988.000,111.800
68913.000,68971.000,111.800
68920.000,68958.000,111.800
68902.000,68947.000,111.800
68880.000,68936.000,111.800
68866.000,68922.000,111.700
68846.000,68908.000,111.700
68846.000,68892.000,111.700
68831.000,68881.000,111.700
68815.000,68868.000,111.700
68806.000,68855.000,111.700
68790.000,68843.000,111.600
68782.000,68830.000,111.600
68766.000,68818.000,111.600
68756.000,68805.000,111.600
68746.000,68793.000,111.600
68732.000,68781.000,111.600
68735.000,68769.000,111.600
68722.000,68760.000,111.500
68707.000,68751.000,111.500
68703.000,68740.000,111.500
68674.000,68731.000,111.500
68687.000,68720.000,111.500
68691.000,68711.000,111.500
68679.000,68705.000,111.400
68673.000,68699.000,111.400
68665.000,68692.000,111.400
68647.000,68685.000,111.400
68642.000,68676.000,111.400
68622.000,68667.000,111.400
68621.000,68656.000,111.400
68629.000,68648.000,111.400
68630.000,68643.000,111.400
68622.000,68639.000,111.400
68596.000,68635.000,111.400
68577.000,68625.000,111.400
68582.000,68614.000,111.400
68576.000,68605.000,111.300
68578.000,68598.000,111.300
68562.000,68593.000,111.300
68557.000,68585.000,111.300
68568.000,68579.000,111.300
68569.000,68576.000,111.300
68551.000,68574.000,111.300
68546.000,68569.000,111.300
68539.000,68563.000,111.300
68542.000,68558.000,111.300
68545.000,68554.000,111.300
68553.000,68552.000,111.300
68540.000,68550.000,111.300
68539.000,68547.000,111.300
68542.000,68546.000,111.300
68549.000,68545.000,111.300
68545.000,68545.000,111.300
68529.000,68545.000,111.300
68507.000,68541.000,111.300
68529.000,68538.000,111.300
68534.000,68536.000,111.300
68525.000,68534.000,111.300
68509.000,68532.000,111.300
68495.000,68526.000,111.300
68494.000,68518.000,111.300
68486.000,68512.000,111.200
68478.000,68506.000,111.200
68475.000,68499.000,111.200
68475.000,68493.000,111.200
68488.000,68488.000,111.200
68484.000,68487.000,111.200
68480.000,68486.000,111.200
68471.000,68485.000,111.200
68453.000,68481.000,111.100
68457.000,68475.000,111.100
68454.000,68470.000,111.100
68451.000,68466.000,111.100
68456.000,68463.000,111.100
68445.000,68460.000,111.000
68429.000,68456.000,111.000
68423.000,68449.000,111.000
68429.000,68444.000,111.000
68438.000,68440.000,111.000
68453.000,68440.000,110.900
68444.000,68441.000,110.900
68437.000,68442.000,110.900
68435.000,68441.000,110.900
68429.000,68439.000,110.900
68420.000,68437.000,110.900
68433.000,68435.000,110.900
68444.000,68434.000,110.800
68445.000,68437.000,110.800
68452.000,68439.000,110.800
68452.000,68442.000,110.800
68436.000,68445.000,110.800
68432.000,68442.000,110.800
68434.000,68440.000,110.800
68417.000,68438.000,110.800
68409.000,68433.000,110.700
68411.000,68427.000,110.700
68407.000,68423.000,110.700
68415.000,68420.000,110.700
68421.000,68419.000,110.700
68423.000,68419.000,110.700
68437.000,68420.000,110.600
68443.000,68424.000,110.600
68438.000,68428.000,110.600
68431.000,68430.000,110.600
68432.000,68431.000,110.600
68434.000,68431.000,110.600
68445.000,68432.000,110.600
68444.000,68435.000,110.600
68439.000,68437.000,110.600
68440.000,68438.000,110.600
68446.000,68438.000,110.600
68466.000,68440.000,110.500
68464.000,68446.000,110.500
68457.000,68451.000,110.500
68476.000,68454.000,110.500
68473.000,68459.000,110.500
68448.000,68462.000,110.500
68454.000,68460.000,110.500
68465.000,68459.000,110.500
68466.000,68460.000,110.500
68456.000,68461.000,110.500
68466.000,68463.000,110.500
68471.000,68463.000,110.500
68456.000,68464.000,110.500
68453.000,68462.000,110.500
68468.000,68461.000,110.500
68478.000,68462.000,110.500
68476.000,68466.000,110.500
68484.000,68469.000,110.500
68480.000,68472.000,110.500
68487.000,68475.000,110.500
68484.000,68477.000,110.500
68480.000,68479.000,110.500
68477.000,68479.000,110.500
68480.000,68479.000,110.500
68501.000,68479.000,110.500
68500.000,68485.000,110.500
68485.000,68488.000,110.500
68493.000,68490.000,110.500
68506.000,68490.000,110.500
68511.000,68494.000,110.500
68512.000,68498.000,110.500
68521.000,68502.000,110.500
68521.000,68507.000,110.500
68497.000,68510.000,110.500
68497.000,68507.000,110.500
68513.000,68504.000,110.500
68514.000,68507.000,110.500
68515.000,68508.000,110.500
68531.000,68510.000,110.500
68535.000,68515.000,110.500
68533.000,68520.000,110.500
68534.000,68523.000,110.500
68534.000,68526.000,110.500
68541.000,68528.000,110.500
68533.000,68529.000,110.500
68521.000,68530.000,110.500
68530.000,68530.000,110.500
68557.000,68530.000,110.500
68555.000,68536.000,110.500
68529.000,68541.000,110.500
68538.000,68540.000,110.500
68548.000,68540.000,110.500
68544.000,68541.000,110.500
68538.000,68542.000,110.500
68535.000,68541.000,110.400
68529.000,68539.000,110.400
68524.000,68537.000,110.400
68517.000,68534.000,110.400
68517.000,68529.000,110.400
68529.000,68526.000,110.400
68538.000,68527.000,110.400
68544.000,68530.000,110.400
68540.000,68532.000,110.400
68541.000,68534.000,110.400
68531.000,68536.000,110.400
68529.000,68535.000,110.400
68532.000,68534.000,110.400
68543.000,68533.000,110.400
68543.000,68536.000,110.400
68548.000,68538.000,110.400
68550.000,68540.000,110.400
68551.000,68543.000,110.400
68565.000,68545.000,110.400
68574.000,68550.000,110.400
68578.000,68556.000,110.400
68569.000,68560.000,110.400
68555.000,68563.000,110.400
68554.000,68561.000,110.400
68565.000,68559.000,110.400
68563.000,68560.000,110.400
68566.000,68561.000,110.400
68578.000,68563.000,110.400
68580.000,68566.000,110.400
68591.000,68570.000,110.400
68597.000,68575.000,110.400
68583.000,68579.000,110.400
68561.000,68580.000,110.400
68565.000,68576.000,110.400
68570.000,68573.000,110.400
68569.000,68572.000,110.400
68572.000,68572.000,110.400
68589.000,68572.000,110.400
68600.000,68576.000,110.400
68610.000,68582.000,110.400
68613.000,68589.000,110.400
68622.000,68595.000,110.400
68621.000,68602.000,110.400
68618.000,68606.000,110.400
68636.000,68610.000,110.400
68657.000,68617.000,110.400
68667.000,68627.000,110.400
68669.000,68637.000,110.500
68679.000,68645.000,110.500
68667.000,68651.000,110.500
68661.000,68655.000,110.500
68661.000,68656.000,110.500
68670.000,68658.000,110.500
68670.000,68661.000,110.500
68665.000,68663.000,110.500
68675.000,68665.000,110.500
68675.000,68667.000,110.500
68678.000,68669.000,110.500
68676.000,68671.000,110.500
68671.000,68672.000,110.500
68675.000,68673.000,110.500
68678.000,68673.000,110.500
68684.000,68675.000,110.500
68672.000,68675.000,110.500
68673.000,68675.000,110.500
68687.000,68674.000,110.500
68688.000,68678.000,110.500
68705.000,68680.000,110.500
68706.000,68686.000,110.500
68697.000,68691.000,110.500
68689.000,68693.000,110.500
68696.000,68693.000,110.500
68705.000,68694.000,110.500
68715.000,68697.000,110.500
68722.000,68701.000,110.500
68719.000,68706.000,110.500
68712.000,68709.000,110.500
68708.000,68710.000,110.500
68713.000,68710.000,110.500
68724.000,68711.000,110.500
68737.000,68714.000,110.500
68734.000,68719.000,110.500
68736.000,68723.000,110.500
68734.000,68726.000,110.500
68737.000,68729.000,110.500
68739.000,68731.000,110.500
68740.000,68733.000,110.500
68734.000,68734.000,110.500
68735.000,68734.000,110.500
68740.000,68735.000,110.500
68747.000,68736.000,110.500
68744.000,68738.000,110.500
68749.000,68740.000,110.500
68749.000,68742.000,110.500
68750.000,68744.000,110.500
68761.000,68746.000,110.500
68772.000,68749.000,110.500
68768.000,68754.000,110.500
68760.000,68758.000,110.500
68767.000,68760.000,110.500
68763.000,68761.000,110.500
68761.000,68761.000,110.500
68763.000,68762.000,110.500
68760.000,68762.000,110.500
68768.000,68762.000,110.500
68775.000,68763.000,110.500
68776.000,68766.000,110.500
68778.000,68769.000,110.500
68776.000,68771.000,110.500
68787.000,68772.000,110.500
68795.000,68776.000,110.500
68814.000,68781.000,110.500
68807.000,68787.000,110.500
68798.000,68792.000,110.500
68813.000,68796.000,110.500
68811.000,68800.000,110.500
68807.000,68803.000,110.500
68817.000,68805.000,110.500
68832.000,68808.000,110.500
68839.000,68814.000,110.500
68831.000,68818.000,110.500
68829.000,68822.000,110.500
68841.000,68824.000,110.500
68845.000,68828.000,110.500
68847.000,68832.000,110.500
68860.000,68836.000,110.500
68858.000,68842.000,110.500
68849.000,68846.000,110.500
68845.000,68846.000,110.500
68849.000,68847.000,110.500
68850.000,68848.000,110.500
68848.000,68848.000,110.500
68861.000,68848.000,110.500
68877.000,68852.000,110.500
68872.000,68857.000,110.500
68869.000,68861.000,110.500
68874.000,68863.000,110.500
68874.000,68866.000,110.500
68889.000,68868.000,110.500
68891.000,68873.000,110.500
68908.000,68878.000,110.500
68922.000,68885.000,110.500
68902.000,68891.000,110.500
68891.000,68894.000,110.500
68898.000,68895.000,110.500
68913.000,68896.000,110.500
68918.000,68900.000,110.500
68924.000,68904.000,110.500
68926.000,68909.000,110.500
68919.000,68913.000,110.500
68909.000,68915.000,110.500
68908.000,68913.000,110.500
68900.000,68912.000,110.500
68900.000,68909.000,110.500
68915.000,68907.000,110.500
68905.000,68906.000,110.500
68900.000,68906.000,110.500
68901.000,68905.000,110.500
68906.000,68904.000,110.500
68910.000,68904.000,110.500
68904.000,68905.000,110.500
68891.000,68905.000,110.500
68883.000,68901.000,110.500
68901.000,68899.000,110.400
68907.000,68899.000,110.400
68918.000,68901.000,110.400
68908.000,68903.000,110.400
68888.000,68904.000,110.400
68884.000,68900.000,110.400
68891.000,68897.000,110.400
68906.000,68896.000,110.400
68913.000,68898.000,110.400
68918.000,68902.000,110.400
68915.000,68905.000,110.400
68908.000,68908.000,110.400
68921.000,68909.000,110.400
68927.000,68912.000,110.400
68929.000,68916.000,110.400
68925.000,68919.000,110.400
