I0,I1,I2
178599.000,178599.000,311.600
177784.000,178395.000,311.400
177368.000,178138.000,311.100
177126.000,177946.000,311.000
176961.000,177741.000,310.800
176848.000,177546.000,310.600
176752.000,177371.000,310.400
176679.000,177217.000,310.100
176627.000,177082.000,309.900
176578.000,176968.000,309.700
176536.000,176871.000,309.500
176512.000,176787.000,309.400
176495.000,176718.000,309.300
176463.000,176662.000,309.200
176421.000,176613.000,309.100
176403.000,176565.000,309.100
176397.000,176524.000,309.000
176379.000,176492.000,309.000
176356.000,176464.000,308.900
176347.000,176437.000,308.900
176350.000,176415.000,308.800
176342.000,176398.000,308.800
176342.000,176384.000,308.800
176314.000,176374.000,308.800
176294.000,176359.000,308.800
176297.000,176343.000,308.800
176300.000,176332.000,308.700
176286.000,176323.000,308.700
176282.000,176314.000,308.700
176252.000,176306.000,308.700
176240.000,176292.000,308.700
176236.000,176279.000,308.700
176225.000,176268.000,308.700
176219.000,176258.000,308.700
176216.000,176248.000,308.700
176213.000,176240.000,308.700
176200.000,176233.000,308.700
176200.000,176225.000,308.700
176188.000,176219.000,308.700
176171.000,176211.000,308.700
176155.000,176201.000,308.600
176151.000,176190.000,308.600
176152.000,176180.000,308.600
176155.000,176173.000,308.600
176137.000,176168.000,308.600
176133.000,176160.000,308.600
176117.000,176153.000,308.600
176126.000,176147.000,308.600
176114.000,176139.000,308.600
176103.000,176133.000,308.600
176097.000,176125.000,308.600
176079.000,176118.000,308.500
176071.000,176108.000,308.500
176074.000,176100.000,308.500
176085.000,176093.000,308.500
176081.000,176090.000,308.500
176062.000,176088.000,308.500
176062.000,176081.000,308.500
176062.000,176077.000,308.500
176058.000,176073.000,308.500
176064.000,176070.000,308.500
176060.000,176068.000,308.500
176039.000,176066.000,308.500
176032.000,176059.000,308.500
176028.000,176052.000,308.500
176017.000,176046.000,308.500
176022.000,176040.000,308.500
176021.000,176035.000,308.500
176012.000,176032.000,308.500
176008.000,176027.000,308.500
176016.000,176023.000,308.500
176011.000,176020.000,308.500
176007.000,176018.000,308.500
175999.000,176015.000,308.500
176013.000,176013.000,308.500
176011.000,176013.000,308.500
176022.000,176013.000,308.500
176019.000,176014.000,308.500
176007.000,176015.000,308.500
176004.000,176013.000,308.500
176005.000,176011.000,308.500
175997.000,176009.000,308.500
175991.000,176006.000,308.500
175986.000,176002.000,308.500
175998.000,176000.000,308.500
176004.000,175999.000,308.500
175995.000,175999.000,308.500
