I0
35511.000
35491.000
35474.000
35452.000
35426.000
35414.000
35379.000
35358.000
35351.000
35350.000
35333.000
35315.000
35299.000
35270.000
35241.000
35224.000
35205.000
35197.000
35194.000
35178.000
35161.000
35151.000
35132.000
35110.000
35088.000
35088.000
35096.000
35091.000
35088.000
35062.000
35048.000
35034.000
35008.000
35000.000
34999.000
34994.000
34997.000
34990.000
34964.000
34950.000
34927.000
34910.000
34895.000
34883.000
34881.000
34877.000
34882.000
34872.000
34835.000
34828.000
34844.000
34846.000
34840.000
34831.000
34828.000
34821.000
34810.000
34802.000
34791.000
34788.000
34784.000
34788.000
34783.000
34792.000
34788.000
34776.000
34763.000
34769.000
34779.000
34763.000
34764.000
34775.000
34774.000
34778.000
34769.000
34753.000
34739.000
34735.000
34739.000
34751.000
34751.000
34744.000
34747.000
34743.000
34731.000
34747.000
34736.000
34744.000
34759.000
34757.000
34755.000
34752.000
34747.000
34743.000
34743.000
34741.000
34739.000
34751.000
34766.000
34754.000
34762.000
34758.000
34752.000
34748.000
34743.000
34763.000
34769.000
34771.000
34775.000
34778.000
34778.000
34772.000
34768.000
34773.000
34779.000
34779.000
34786.000
34786.000
34781.000
34760.000
34761.000
34759.000
34755.000
34766.000
34771.000
34777.000
34766.000
34751.000
34750.000
34774.000
34771.000
34761.000
34757.000
34743.000
34748.000
34736.000
34731.000
34746.000
34753.000
34756.000
34761.000
34755.000
34759.000
34759.000
34753.000
34751.000
34764.000
34759.000
34763.000
34796.000
34785.000
34784.000
34784.000
34775.000
34795.000
34793.000
34786.000
34788.000
34788.000
34782.000
34784.000
34767.000
34758.000
34745.000
34738.000
34743.000
34747.000
34751.000
34769.000
34768.000
34766.000
34758.000
34749.000
34753.000
34760.000
34759.000
34758.000
34755.000
34764.000
34757.000
34744.000
34741.000
34755.000
34763.000
34752.000
34750.000
34745.000
34745.000
34756.000
34761.000
34751.000
34730.000
34729.000
34723.000
34727.000
34735.000
34736.000
34742.000
34745.000
34739.000
34734.000
34729.000
34744.000
34743.000
34737.000
34737.000
34751.000
34762.000
34766.000
34754.000
34758.000
34773.000
34777.000
34766.000
34759.000
34771.000
34778.000
34765.000
34747.000
34757.000
34766.000
34763.000
34782.000
34773.000
34777.000
34777.000
34779.000
34773.000
34793.000
34794.000
34778.000
34755.000
34767.000
34785.000
34799.000
34812.000
34802.000
34807.000
34816.000
34816.000
34839.000
34840.000
34848.000
34861.000
34872.000
34868.000
34848.000
34846.000
34866.000
34888.000
34877.000
34881.000
34905.000
34915.000
34924.000
34921.000
34917.000
34918.000
34937.000
34945.000
34931.000
34935.000
34927.000
34934.000
34954.000
34958.000
34954.000
34951.000
34950.000
34950.000
34946.000
34939.000
34946.000
34952.000
34951.000
34947.000
34942.000
34940.000
34936.000
34935.000
34940.000
34936.000
34909.000
34899.000
34908.000
34911.000
34897.000
34884.000
34890.000
34905.000
34904.000
34902.000
34923.000
34921.000
34917.000
34927.000
34938.000
34934.000
34931.000
34919.000
34913.000
34924.000
34917.000
34921.000
34926.000
34907.000
34899.000
34889.000
34890.000
34903.000
34901.000
34893.000
34881.000
34902.000
34893.000
34889.000
34889.000
34884.000
34889.000
34885.000
34893.000
34899.000
34899.000
34895.000
34892.000
34896.000
34884.000
34868.000
34874.000
34881.000
34854.000
34868.000
34863.000
34881.000
34884.000
34880.000
34859.000
34857.000
34869.000
34868.000
34870.000
34867.000
34864.000
34869.000
34860.000
34866.000
34861.000
34862.000
34867.000
34864.000
34873.000
34886.000
34882.000
34876.000
34880.000
34892.000
34892.000
34893.000
34882.000
34887.000
34897.000
34912.000
34903.000
34911.000
34917.000
34935.000
34934.000
34944.000
34946.000
34930.000
34946.000
34966.000
34971.000
34969.000
34985.000
34991.000
34977.000
34967.000
34967.000
34974.000
34966.000
34977.000
34988.000
34998.000
34994.000
34986.000
34990.000
34990.000
34987.000
34986.000
35000.000
35009.000
35009.000
35018.000
35015.000
34990.000
34989.000
34980.000
34983.000
34995.000
34999.000
34998.000
34990.000
34975.000
34975.000
34962.000
34973.000
34986.000
34989.000
34991.000
35002.000
34980.000
34983.000
34988.000
34965.000
34974.000
34998.000
34983.000
34982.000
34999.000
34993.000
34984.000
34968.000
34976.000
34989.000
34999.000
34994.000
34985.000
34975.000
34957.000
34942.000
34960.000
34962.000
34956.000
34967.000
34954.000
34957.000
34942.000
34926.000
34932.000
34930.000
34913.000
34906.000
34909.000
34918.000
34925.000
34926.000
34904.000
34901.000
34901.000
34919.000
34920.000
34905.000
34899.000
34913.000
34903.000
34891.000
34897.000
34908.000
34893.000
34891.000
34903.000
34917.000
34908.000
34906.000
34895.000
34885.000
34902.000
34920.000
34917.000
34896.000
34896.000
34909.000
34905.000
34893.000
34895.000
34910.000
34900.000
34909.000
34919.000
34926.000
34928.000
34924.000
34925.000
34930.000
34938.000
34921.000
34913.000
34921.000
34939.000
34929.000
34925.000
34917.000
34922.000
34916.000
34909.000
34922.000
34929.000
34928.000
34924.000
34919.000
34919.000
34926.000
34935.000
34936.000
34935.000
34934.000
34942.000
34954.000
34964.000
34952.000
34950.000
34966.000
34961.000
34966.000
34979.000
34989.000
34989.000
34992.000
35001.000
35004.000
35007.000
35012.000
35037.000
35048.000
35052.000
35038.000
35042.000
35048.000
35052.000
35040.000
35018.000
35007.000
34999.000
34984.000
35003.000
35011.000
35003.000
35010.000
35019.000
35020.000
35005.000
35000.000
35005.000
35012.000
35008.000
35011.000
35022.000
35009.000
35012.000
35031.000
35028.000
35027.000
35020.000
35013.000
35019.000
35024.000
35033.000
35020.000
35034.000
35032.000
35015.000
35003.000
34998.000
35012.000
35018.000
35023.000
35029.000
35036.000
35033.000
35017.000
35012.000
35019.000
35015.000
35019.000
35019.000
35010.000
35026.000
35031.000
35023.000
35028.000
35026.000
35029.000
35033.000
35049.000
35065.000
35048.000
35040.000
35035.000
35045.000
35072.000
35066.000
35070.000
35072.000
35080.000
35072.000
35062.000
35083.000
35083.000
35075.000
35073.000
35080.000
35087.000
35078.000
35096.000
35100.000
35101.000
35121.000
35136.000
35137.000
35125.000
35126.000
35124.000
35140.000
35142.000
35135.000
35136.000
35147.000
35164.000
35179.000
35183.000
35166.000
35152.000
35151.000
35149.000
35161.000
35165.000
35153.000
35141.000
35128.000
35121.000
35117.000
35099.000
35091.000
35111.000
35117.000
35119.000
35130.000
35126.000
35129.000
35124.000
35118.000
35128.000
35132.000
35137.000
35138.000
35129.000
35132.000
35132.000
35130.000
35136.000
35157.000
35153.000
35153.000
35147.000
35134.000
35132.000
35134.000
35136.000
35143.000
35151.000
35141.000
35149.000
35168.000
35173.000
35151.000
35149.000
35161.000
35161.000
35160.000
35174.000
35171.000
35161.000
35156.000
35146.000
35144.000
35154.000
35166.000
35166.000
35160.000
35155.000
35159.000
35164.000
35173.000
35167.000
35168.000
35167.000
35171.000
35183.000
35180.000
35169.000
35161.000
35146.000
35147.000
35156.000
35141.000
35158.000
35166.000
35153.000
35149.000
35145.000
35140.000
35141.000
35145.000
35140.000
35141.000
35139.000
35149.000
35147.000
35146.000
35151.000
35137.000
35130.000
35141.000
35149.000
35147.000
35151.000
35154.000
35146.000
35139.000
35141.000
35135.000
35132.000
35120.000
35128.000
35139.000
35145.000
35141.000
35138.000
35141.000
35141.000
35132.000
35129.000
35125.000
35130.000
35133.000
35141.000
35132.000
35136.000
35136.000
35124.000
35126.000
