I0,I1,I2
17987.000,17987.000,15.500
17192.000,17788.000,15.300
16798.000,17541.000,15.000
16547.000,17355.000,14.800
16384.000,17153.000,14.600
16278.000,16961.000,14.500
16194.000,16790.000,14.300
16130.000,16641.000,14.000
16079.000,16513.000,13.800
16038.000,16405.000,13.600
16011.000,16313.000,13.500
15998.000,16238.000,13.300
15980.000,16178.000,13.200
15951.000,16128.000,13.200
15938.000,16084.000,13.100
15930.000,16047.000,13.000
15919.000,16018.000,13.000
15906.000,15993.000,13.000
15897.000,15971.000,12.900
15904.000,15955.000,12.900
15892.000,15940.000,12.900
15882.000,15928.000,12.900
15866.000,15917.000,12.900
15849.000,15904.000,12.800
15844.000,15890.000,12.800
15851.000,15880.000,12.800
15838.000,15871.000,12.800
15815.000,15863.000,12.800
15804.000,15851.000,12.800
15812.000,15841.000,12.800
15801.000,15832.000,12.800
15788.000,15824.000,12.800
15769.000,15815.000,12.800
15761.000,15804.000,12.800
15769.000,15795.000,12.800
15777.000,15788.000,12.800
15765.000,15784.000,12.800
15761.000,15779.000,12.800
15769.000,15775.000,12.800
15771.000,15774.000,12.800
15768.000,15773.000,12.800
15769.000,15772.000,12.800
15761.000,15771.000,12.800
15752.000,15768.000,12.800
15753.000,15765.000,12.800
15740.000,15761.000,12.800
15738.000,15756.000,12.800
15746.000,15752.000,12.800
15761.000,15751.000,12.800
15762.000,15753.000,12.800
15756.000,15755.000,12.800
15753.000,15755.000,12.800
15754.000,15755.000,12.800
15761.000,15755.000,12.800
15759.000,15756.000,12.800
15757.000,15757.000,12.800
15737.000,15757.000,12.800
15730.000,15752.000,12.800
15738.000,15748.000,12.800
15740.000,15746.000,12.800
15746.000,15744.000,12.800
15748.000,15745.000,12.800
15744.000,15745.000,12.800
15749.000,15746.000,12.800
15734.000,15745.000,12.800
15717.000,15742.000,12.800
15724.000,15738.000,12.900
15732.000,15734.000,12.900
15736.000,15734.000,12.900
15724.000,15733.000,12.900
15712.000,15731.000,12.900
15709.000,15726.000,12.900
15708.000,15722.000,12.900
15717.000,15719.000,12.900
15714.000,15718.000,12.900
15708.000,15717.000,12.900
15697.000,15714.000,12.900
15696.000,15710.000,12.900
15699.000,15707.000,12.900
15707.000,15705.000,12.900
15693.000,15703.000,12.900
15687.000,15701.000,12.900
15702.000,15699.000,12.900
15712.000,15700.000,12.900
15703.000,15700.000,12.900
15702.000,15701.000,12.900
15704.000,15702.000,12.900
15711.000,15702.000,12.900
15716.000,15704.000,12.900
15706.000,15706.000,12.900
15708.000,15707.000,12.900
15709.000,15707.000,12.900
15706.000,15707.000,12.900
15712.000,15708.000,12.900
15709.000,15708.000,12.900
15694.000,15708.000,12.900
15694.000,15705.000,12.800
15694.000,15702.000,12.800
15712.000,15700.000,12.800
15705.000,15701.000,12.800
15694.000,15702.000,12.800
15698.000,15701.000,12.800
15696.000,15700.000,12.800
15695.000,15699.000,12.800
15685.000,15698.000,12.700
15684.000,15695.000,12.700
15676.000,15692.000,12.700
15675.000,15688.000,12.700
15684.000,15685.000,12.700
15695.000,15685.000,12.700
15690.000,15686.000,12.600
15692.000,15688.000,12.600
15696.000,15689.000,12.600
15689.000,15689.000,12.600
15689.000,15689.000,12.600
15692.000,15689.000,12.600
15696.000,15690.000,12.600
15686.000,15690.000,12.600
15684.000,15689.000,12.500
15694.000,15689.000,12.500
15676.000,15687.000,12.500
15677.000,15685.000,12.500
15688.000,15683.000,12.500
15697.000,15684.000,12.500
15700.000,15687.000,12.500
15704.000,15691.000,12.500
15699.000,15693.000,12.500
15696.000,15694.000,12.400
15701.000,15696.000,12.400
15715.000,15697.000,12.400
15715.000,15701.000,12.400
15713.000,15705.000,12.400
15709.000,15707.000,12.400
15703.000,15707.000,12.400
15717.000,15708.000,12.400
15714.000,15709.000,12.400
15715.000,15711.000,12.400
15731.000,15712.000,12.400
15729.000,15716.000,12.400
15736.000,15720.000,12.400
15728.000,15722.000,12.300
15730.000,15724.000,12.300
15742.000,15726.000,12.300
15732.000,15727.000,12.300
15731.000,15728.000,12.300
15732.000,15729.000,12.300
15750.000,15730.000,12.300
15753.000,15735.000,12.300
15755.000,15739.000,12.300
15748.000,15743.000,12.300
15734.000,15744.000,12.300
15723.000,15742.000,12.300
15722.000,15737.000,12.300
15744.000,15733.000,12.300
15750.000,15736.000,12.300
15740.000,15738.000,12.300
15745.000,15740.000,12.300
15740.000,15740.000,12.300
15728.000,15740.000,12.200
15722.000,15737.000,12.200
15731.000,15735.000,12.200
15724.000,15732.000,12.200
15720.000,15730.000,12.200
15709.000,15728.000,12.200
15700.000,15723.000,12.200
15704.000,15718.000,12.200
15708.000,15715.000,12.200
15720.000,15713.000,12.200
15728.000,15715.000,12.200
15731.000,15718.000,12.200
15742.000,15721.000,12.200
15743.000,15726.000,12.200
15742.000,15730.000,12.200
15750.000,15734.000,12.200
15769.000,15738.000,12.200
15760.000,15743.000,12.200
15756.000,15747.000,12.200
15749.000,15750.000,12.200
15751.000,15750.000,12.200
15762.000,15750.000,12.200
15769.000,15753.000,12.200
15758.000,15755.000,12.200
15752.000,15756.000,12.200
15755.000,15756.000,12.200
15753.000,15755.000,12.200
15754.000,15755.000,12.100
15761.000,15755.000,12.100
15771.000,15756.000,12.100
15779.000,15760.000,12.100
15777.000,15764.000,12.100
15785.000,15768.000,12.100
15776.000,15770.000,12.100
15765.000,15772.000,12.100
15772.000,15772.000,12.100
15790.000,15772.000,12.100
15803.000,15776.000,12.100
15791.000,15780.000,12.100
15785.000,15783.000,12.100
15793.000,15785.000,12.100
15797.000,15787.000,12.100
15793.000,15788.000,12.100
15784.000,15790.000,12.100
15778.000,15788.000,12.100
15781.000,15786.000,12.100
15785.000,15785.000,12.100
15782.000,15784.000,12.100
15792.000,15784.000,12.100
15797.000,15786.000,12.100
15781.000,15788.000,12.100
15774.000,15786.000,12.100
15788.000,15785.000,12.100
15793.000,15786.000,12.100
15771.000,15786.000,12.100
15758.000,15782.000,12.100
15744.000,15776.000,12.100
15756.000,15771.000,12.100
15761.000,15767.000,12.000
15761.000,15766.000,12.000
15767.000,15765.000,12.000
15777.000,15765.000,12.000
15779.000,15768.000,12.000
15776.000,15770.000,12.000
15781.000,15773.000,12.000
15788.000,15775.000,12.000
15806.000,15778.000,12.000
15817.000,15785.000,12.000
15824.000,15793.000,12.100
15835.000,15801.000,12.100
15834.000,15809.000,12.100
15825.000,15815.000,12.100
15829.000,15819.000,12.100
15821.000,15820.000,12.100
15825.000,15821.000,12.100
15828.000,15822.000,12.100
15833.000,15824.000,12.100
15839.000,15826.000,12.100
15825.000,15828.000,12.100
15823.000,15827.000,12.100
15830.000,15827.000,12.100
15837.000,15827.000,12.100
15839.000,15830.000,12.100
15862.000,15832.000,12.100
15851.000,15837.000,12.100
15858.000,15842.000,12.100
15867.000,15846.000,12.100
15872.000,15851.000,12.100
15874.000,15856.000,12.100
15872.000,15860.000,12.100
15890.000,15864.000,12.100
15903.000,15870.000,12.100
15890.000,15875.000,12.100
15895.000,15880.000,12.100
15898.000,15884.000,12.100
15910.000,15887.000,12.100
15890.000,15890.000,12.100
15889.000,15890.000,12.100
15910.000,15890.000,12.100
15934.000,15895.000,12.100
15939.000,15905.000,12.200
15951.000,15913.000,12.200
15967.000,15923.000,12.200
15971.000,15934.000,12.200
15970.000,15943.000,12.200
15972.000,15950.000,12.200
15971.000,15955.000,12.200
15985.000,15959.000,12.200
15989.000,15966.000,12.200
15991.000,15972.000,12.200
15993.000,15976.000,12.300
15980.000,15980.000,12.300
15984.000,15981.000,12.300
15986.000,15982.000,12.300
15992.000,15983.000,12.200
15990.000,15985.000,12.200
16002.000,15986.000,12.200
16003.000,15990.000,12.300
16007.000,15994.000,12.300
16000.000,15996.000,12.300
16004.000,15998.000,12.300
16010.000,15999.000,12.300
16026.000,16002.000,12.300
16034.000,16008.000,12.300
16022.000,16013.000,12.300
16028.000,16016.000,12.300
16039.000,16019.000,12.300
16060.000,16024.000,12.300
16063.000,16033.000,12.300
16072.000,16041.000,12.300
16084.000,16048.000,12.300
16096.000,16057.000,12.300
16086.000,16065.000,12.300
16085.000,16070.000,12.300
16088.000,16074.000,12.300
16096.000,16077.000,12.300
16087.000,16080.000,12.400
16097.000,16084.000,12.400
16110.000,16087.000,12.400
16114.000,16093.000,12.400
16110.000,16097.000,12.400
16107.000,16100.000,12.400
16120.000,16103.000,12.400
16133.000,16107.000,12.400
16117.000,16110.000,12.400
16118.000,16112.000,12.400
16118.000,16114.000,12.400
16122.000,16115.000,12.400
16131.000,16117.000,12.400
16134.000,16120.000,12.400
16134.000,16124.000,12.400
16131.000,16126.000,12.400
16127.000,16127.000,12.400
16127.000,16127.000,12.400
16123.000,16127.000,12.400
16115.000,16126.000,12.300
16121.000,16125.000,12.300
16110.000,16122.000,12.300
16101.000,16119.000,12.300
16097.000,16115.000,12.300
16104.000,16111.000,12.300
16103.000,16109.000,12.300
16111.000,16108.000,12.300
16104.000,16107.000,12.300
16098.000,16106.000,12.300
16105.000,16106.000,12.300
16117.000,16105.000,12.300
16109.000,16106.000,12.200
16101.000,16107.000,12.200
16115.000,16108.000,12.200
16132.000,16109.000,12.200
16135.000,16115.000,12.200
16138.000,16120.000,12.200
16132.000,16124.000,12.300
16134.000,16126.000,12.300
16154.000,16128.000,12.200
16179.000,16135.000,12.300
16178.000,16146.000,12.300
16169.000,16154.000,12.300
16199.000,16160.000,12.300
16204.000,16170.000,12.300
16201.000,16177.000,12.300
16195.000,16183.000,12.300
16203.000,16188.000,12.300
16213.000,16192.000,12.300
16217.000,16197.000,12.300
16209.000,16201.000,12.300
16211.000,16203.000,12.300
16210.000,16205.000,12.300
16208.000,16206.000,12.300
16207.000,16207.000,12.300
16203.000,16207.000,12.300
16199.000,16206.000,12.300
16219.000,16205.000,12.300
16223.000,16209.000,12.300
16225.000,16212.000,12.300
16229.000,16215.000,12.300
16226.000,16218.000,12.300
16231.000,16221.000,12.300
16245.000,16223.000,12.300
16243.000,16228.000,12.300
16245.000,16232.000,12.300
16252.000,16236.000,12.300
16256.000,16240.000,12.300
16259.000,16244.000,12.300
16269.000,16248.000,12.300
16265.000,16252.000,12.300
16264.000,16255.000,12.300
16261.000,16257.000,12.300
16271.000,16259.000,12.300
16268.000,16261.000,12.300
16267.000,16263.000,12.300
16282.000,16264.000,12.300
16262.000,16265.000,12.300
16246.000,16264.000,12.300
16258.000,16263.000,12.300
16263.000,16261.000,12.300
16260.000,16261.000,12.300
16259.000,16261.000,12.300
16248.000,16260.000,12.300
16256.000,16259.000,12.300
16256.000,16258.000,12.300
16264.000,16258.000,12.300
16268.000,16259.000,12.300
16263.000,16261.000,12.300
16273.000,16262.000,12.200
16264.000,16263.000,12.200
16261.000,16263.000,12.200
16277.000,16263.000,12.200
16303.000,16267.000,12.200
16314.000,16276.000,12.300
16321.000,16285.000,12.300
16328.000,16294.000,12.300
16320.000,16301.000,12.300
16325.000,16307.000,12.300
16341.000,16311.000,12.300
16352.000,16319.000,12.300
16373.000,16327.000,12.300
16384.000,16339.000,12.300
16375.000,16348.000,12.300
16393.000,16357.000,12.400
16396.000,16366.000,12.400
16394.000,16373.000,12.400
16399.000,16379.000,12.400
16400.000,16384.000,12.400
16394.000,16388.000,12.400
16418.000,16391.000,12.400
16406.000,16394.000,12.400
16402.000,16397.000,12.400
16407.000,16400.000,12.400
16411.000,16401.000,12.400
16418.000,16404.000,12.400
16435.000,16407.000,12.400
16438.000,16414.000,12.400
16437.000,16420.000,12.400
16440.000,16424.000,12.400
16442.000,16428.000,12.400
16454.000,16432.000,12.400
16431.000,16434.000,12.400
16411.000,16433.000,12.400
16418.000,16430.000,12.400
16430.000,16427.000,12.400
16427.000,16427.000,12.400
16434.000,16428.000,12.400
