I0,I1,I2
560448.000,560448.000,1024.400
559639.000,560246.000,1024.200
559194.000,559983.000,1023.900
558913.000,559786.000,1023.700
558738.000,559567.000,1023.400
558618.000,559360.000,1023.200
558516.000,559175.000,1023.000
558422.000,559010.000,1022.700
558350.000,558863.000,1022.400
558302.000,558735.000,1022.200
558254.000,558627.000,1022.000
558197.000,558533.000,1021.900
558158.000,558449.000,1021.700
558134.000,558376.000,1021.600
558089.000,558316.000,1021.500
558074.000,558259.000,1021.400
558057.000,558213.000,1021.300
558015.000,558174.000,1021.300
557961.000,558134.000,1021.200
557937.000,558091.000,1021.100
557933.000,558052.000,1021.100
557920.000,558023.000,1021.000
557927.000,557999.000,1021.000
557909.000,557979.000,1021.000
557885.000,557962.000,1020.900
557854.000,557942.000,1020.900
557820.000,557920.000,1020.900
557803.000,557895.000,1020.800
557780.000,557872.000,1020.800
557769.000,557849.000,1020.800
557773.000,557830.000,1020.700
557781.000,557816.000,1020.700
557756.000,557805.000,1020.700
557728.000,557793.000,1020.700
557718.000,557777.000,1020.700
557688.000,557762.000,1020.700
557663.000,557743.000,1020.600
557650.000,557723.000,1020.600
557643.000,557705.000,1020.600
557648.000,557691.000,1020.600
557630.000,557679.000,1020.600
557607.000,557667.000,1020.500
557587.000,557652.000,1020.500
557554.000,557636.000,1020.500
557542.000,557615.000,1020.500
557534.000,557597.000,1020.400
557513.000,557581.000,1020.400
557517.000,557565.000,1020.400
557498.000,557552.000,1020.400
557448.000,557539.000,1020.300
557412.000,557516.000,1020.300
557400.000,557490.000,1020.300
557392.000,557467.000,1020.200
557383.000,557449.000,1020.200
557357.000,557432.000,1020.200
557352.000,557413.000,1020.100
557340.000,557398.000,1020.100
557323.000,557384.000,1020.100
557319.000,557368.000,1020.100
557308.000,557356.000,1020.000
557301.000,557344.000,1020.000
557312.000,557335.000,1020.000
557329.000,557329.000,1020.000
557323.000,557328.000,1020.000
557315.000,557327.000,1020.000
557310.000,557324.000,1020.000
557284.000,557320.000,1020.000
557288.000,557312.000,1020.000
557285.000,557305.000,1020.000
557284.000,557300.000,1020.000
557284.000,557296.000,1020.000
557278.000,557293.000,1020.000
557262.000,557289.000,1020.000
557231.000,557283.000,1020.000
557229.000,557270.000,1020.000
557222.000,557259.000,1020.000
557226.000,557251.000,1020.000
557213.000,557244.000,1020.000
557208.000,557236.000,1020.000
557215.000,557230.000,1019.900
557209.000,557225.000,1019.900
557185.000,557221.000,1019.900
557184.000,557212.000,1019.900
557173.000,557205.000,1019.900
557177.000,557198.000,1019.900
557177.000,557193.000,1019.900
557169.000,557189.000,1019.900
557160.000,557184.000,1019.800
557158.000,557178.000,1019.800
557152.000,557173.000,1019.800
557148.000,557168.000,1019.800
557150.000,557163.000,1019.800
557161.000,557160.000,1019.800
557185.000,557160.000,1019.800
557193.000,557166.000,1019.800
557177.000,557171.000,1019.800
557161.000,557173.000,1019.800
557153.000,557170.000,1019.800
557144.000,557165.000,1019.800
557133.000,557160.000,1019.800
557132.000,557153.000,1019.700
557137.000,557148.000,1019.700
557146.000,557145.000,1019.700
557148.000,557146.000,1019.700
557162.000,557146.000,1019.700
557134.000,557147.000,1019.700
557106.000,557143.000,1019.600
557108.000,557135.000,1019.600
557118.000,557128.000,1019.600
557148.000,557125.000,1019.600
557158.000,557131.000,1019.600
557149.000,557136.000,1019.600
557131.000,557139.000,1019.600
557128.000,557137.000,1019.500
557108.000,557135.000,1019.500
557107.000,557128.000,1019.500
557115.000,557123.000,1019.500
557112.000,557120.000,1019.500
557120.000,557119.000,1019.400
557115.000,557118.000,1019.400
557124.000,557118.000,1019.400
557115.000,557118.000,1019.400
557095.000,557117.000,1019.400
557095.000,557111.000,1019.400
557089.000,557107.000,1019.300
557093.000,557104.000,1019.300
557108.000,557101.000,1019.300
557116.000,557103.000,1019.300
557114.000,557106.000,1019.300
557101.000,557108.000,1019.300
557091.000,557106.000,1019.300
557088.000,557102.000,1019.200
557091.000,557099.000,1019.200
557094.000,557097.000,1019.200
557102.000,557097.000,1019.200
557104.000,557098.000,1019.200
557090.000,557099.000,1019.200
557078.000,557097.000,1019.200
557084.000,557094.000,1019.100
557103.000,557091.000,1019.100
557112.000,557094.000,1019.100
557112.000,557099.000,1019.100
557112.000,557102.000,1019.100
557104.000,557104.000,1019.100
557094.000,557104.000,1019.100
557101.000,557104.000,1019.100
557099.000,557102.000,1019.100
557094.000,557102.000,1019.100
557089.000,557100.000,1019.000
557107.000,557098.000,1019.000
557128.000,557100.000,1019.000
557116.000,557104.000,1019.000
557099.000,557107.000,1019.000
557107.000,557107.000,1019.000
557093.000,557105.000,1019.000
557074.000,557102.000,1019.000
557067.000,557095.000,1019.000
557083.000,557090.000,1019.000
557099.000,557088.000,1019.000
557096.000,557090.000,1019.000
557091.000,557092.000,1019.000
557087.000,557091.000,1019.000
